CMDLINE /usr/bin/python3 generate_opg.py -t chrome_ext -crx /media/data2/jianjia/extension_data/unzipped_extensions/lmbnbbjjjclgbmaibngaoonpmehiafdg -pq --timeout 600 -measure_thread -no_merge
MEM 3.628906 1654626514.5716
MEM 20.781250 1654626514.6721
MEM 26.929688 1654626514.7725
MEM 28.718750 1654626514.8729
MEM 28.718750 1654626514.9732
MEM 28.718750 1654626515.0736
MEM 28.718750 1654626515.1739
MEM 28.718750 1654626515.2744
MEM 28.718750 1654626515.3748
MEM 28.718750 1654626515.4753
MEM 28.855469 1654626515.5758
MEM 29.113281 1654626515.6763
MEM 29.113281 1654626515.7768
MEM 29.371094 1654626515.8773
MEM 29.371094 1654626515.9778
MEM 36.738281 1654626516.0782
MEM 45.746094 1654626516.1787
MEM 45.972656 1654626516.2791
MEM 47.117188 1654626516.3795
MEM 47.281250 1654626516.4798
MEM 47.789062 1654626516.5801
MEM 48.042969 1654626516.6804
MEM 48.042969 1654626516.7807
MEM 48.558594 1654626516.8814
MEM 48.816406 1654626516.9817
MEM 48.839844 1654626517.0822
MEM 49.335938 1654626517.1825
MEM 49.335938 1654626517.2828
MEM 49.335938 1654626517.3831
MEM 49.335938 1654626517.4835
MEM 49.367188 1654626517.5838
MEM 49.480469 1654626517.6841
MEM 49.480469 1654626517.7844
MEM 49.480469 1654626517.8847
MEM 49.597656 1654626517.9851
MEM 49.597656 1654626518.0854
MEM 49.597656 1654626518.1857
MEM 49.699219 1654626518.2860
MEM 49.773438 1654626518.3863
MEM 49.773438 1654626518.4866
MEM 49.832031 1654626518.5870
MEM 49.832031 1654626518.6873
MEM 50.003906 1654626518.7876
MEM 50.238281 1654626518.8879
MEM 50.375000 1654626518.9883
MEM 50.375000 1654626519.0886
MEM 50.375000 1654626519.1889
MEM 50.375000 1654626519.2892
MEM 50.375000 1654626519.3895
MEM 50.386719 1654626519.4898
MEM 50.546875 1654626519.5902
MEM 50.632812 1654626519.6905
MEM 50.746094 1654626519.7908
MEM 50.863281 1654626519.8912
MEM 50.863281 1654626519.9921
MEM 50.863281 1654626520.0924
MEM 50.871094 1654626520.1927
MEM 50.871094 1654626520.2930
MEM 50.871094 1654626520.3934
MEM 51.121094 1654626520.4937
MEM 51.347656 1654626520.5941
MEM 51.347656 1654626520.6944
MEM 51.347656 1654626520.7947
MEM 51.363281 1654626520.8950
MEM 51.363281 1654626520.9953
MEM 51.363281 1654626521.0957
MEM 51.562500 1654626521.1960
MEM 51.785156 1654626521.2963
MEM 51.785156 1654626521.3967
MEM 51.785156 1654626521.4970
MEM 51.820312 1654626521.5973
MEM 51.820312 1654626521.6976
MEM 51.820312 1654626521.7979
MEM 52.027344 1654626521.8982
MEM 52.144531 1654626521.9985
MEM 53.968750 1654626522.0989
MEM 53.968750 1654626522.1992
MEM 54.308594 1654626522.2995
MEM 54.308594 1654626522.3998
MEM 54.308594 1654626522.5001
MEM 54.308594 1654626522.6004
MEM 54.308594 1654626522.7007
MEM 54.308594 1654626522.8011
MEM 54.308594 1654626522.9014
MEM 54.308594 1654626523.0017
MEM 54.308594 1654626523.1020
MEM 54.308594 1654626523.2023
MEM 54.308594 1654626523.3026
MEM 54.308594 1654626523.4030
MEM 54.308594 1654626523.5033
MEM 54.308594 1654626523.6036
MEM 54.308594 1654626523.7040
MEM 54.308594 1654626523.8043
MEM 54.308594 1654626523.9046
MEM 54.308594 1654626524.0049
MEM 54.566406 1654626524.1052
MEM 54.566406 1654626524.2055
MEM 54.566406 1654626524.3059
MEM 54.566406 1654626524.4062
MEM 54.566406 1654626524.5065
MEM 54.566406 1654626524.6068
MEM 54.566406 1654626524.7071
MEM 54.566406 1654626524.8074
MEM 54.566406 1654626524.9078
MEM 54.566406 1654626525.0081
MEM 54.566406 1654626525.1084
MEM 54.566406 1654626525.2087
MEM 54.566406 1654626525.3090
MEM 54.566406 1654626525.4093
MEM 54.566406 1654626525.5097
MEM 54.820312 1654626525.6100
MEM 54.820312 1654626525.7103
MEM 54.820312 1654626525.8106
MEM 54.820312 1654626525.9110
MEM 54.820312 1654626526.0113
MEM 54.828125 1654626526.1116
MEM 54.828125 1654626526.2119
MEM 54.828125 1654626526.3123
MEM 54.917969 1654626526.4126
MEM 54.917969 1654626526.5129
MEM 54.917969 1654626526.6132
MEM 54.957031 1654626526.7136
MEM 54.957031 1654626526.8139
MEM 54.968750 1654626526.9142
MEM 54.968750 1654626527.0145
MEM 55.019531 1654626527.1148
MEM 55.019531 1654626527.2151
MEM 55.019531 1654626527.3155
MEM 55.019531 1654626527.4158
MEM 55.039062 1654626527.5161
MEM 55.117188 1654626527.6164
MEM 55.117188 1654626527.7168
MEM 55.117188 1654626527.8171
MEM 55.152344 1654626527.9174
MEM 55.351562 1654626528.0177
MEM 55.468750 1654626528.1181
MEM 55.546875 1654626528.2184
MEM 55.617188 1654626528.3187
MEM 55.617188 1654626528.4190
MEM 55.628906 1654626528.5193
MEM 55.683594 1654626528.6197
MEM 55.683594 1654626528.7200
MEM 55.683594 1654626528.8203
MEM 55.777344 1654626528.9206
MEM 55.777344 1654626529.0209
MEM 55.777344 1654626529.1213
MEM 55.785156 1654626529.2216
MEM 55.882812 1654626529.3219
MEM 55.882812 1654626529.4222
MEM 56.179688 1654626529.5225
MEM 56.300781 1654626529.6230
