agpijpbfbjfdahhjjigjbhfeogijlajm	13.782051282051285	73.61111111111111	59.82905982905983
cpkngdhdaeegjnegopglpgpdbedcibco	1.7737167428110716	24.563289438323032	22.78957269551196
cghkkgdgeiicjolmpclfiajnmkeiglho	1.7761033369214232	24.569429494079657	22.793326157158234
cdffhiaggiemcfnhjpcpbppcnebifcjg	13.782051282051285	73.61111111111111	59.82905982905983
gpnepihajljigdgpcafkcjpgopbpkjkk	15.43313708999159	23.170731707317074	7.737594617325484
jhoddpnaknifeinaojmahfmbgephkodj	5.322966507177034	12.579744816586922	7.2567783094098885
dillijfbjhoiokfgjbngplcfggkkdnbn	4.011599806669889	20.202996616723055	16.191396810053167
bfgkgjjcgcfdjdcdcicnekhhldinkkhk	0.35370406759677736	0.7054431125957948	0.3517390449990175
jahomhggpolhfjpomljoelcciaogmekh	12.527472527472533	61.0989010989011	48.57142857142857
fdbdanegkdppobjaimfhdhidknlceajk	25.93383137673426	40.55496264674493	14.621131270010672
jandhnpfekgdcklcgfcljmijgbgnchni	8.406973967040841	11.559589204681156	3.1526152376403154
mnbdclgaeiapdnhfpbfalfjfcjddfaii	25.239616613418526	40.49520766773163	15.255591054313099
aacchphcelmdefffjbbkpbijlgimeohh	3.1189621860336736	29.533535743858682	26.41457355782501
plfjknmnfcebmjgapjjjlolngmonocda	1.0901162790697647	20.348837209302324	19.25872093023256
afdchmbeiaoiimakagbcnaehgdpncdbl	25.613660618996796	40.23479188900747	14.621131270010672
iedelpfmeejalepbpmmfbfnfoeojohpp	12.085350546889009	14.201183431952662	2.115832885063654
ifedhhifnpeienmijpikiecfemepleeg	3.4806597405646533	7.1902330222457005	3.709573281681047
mbhogigjpbknpdogfkenmgijelgjjcod	35.23489932885906	48.32214765100671	13.087248322147651
nikefjgggkloengmpjhlpenlcdacpikn	13.782051282051285	73.61111111111111	59.82905982905983
lfkaepdpjgnonpodbgalgkbcbmahegap	10.12241054613936	14.265536723163843	4.143126177024482
hkicaocjinbpfkollonmickokmfmokkp	25.238095238095237	53.80952380952381	28.571428571428573
iggenblfbenekkodbkplfnlbnbcgbhcc	1.6146393972012945	24.569429494079657	22.954790096878362
pialcfacfddohgedacaoonpknplgnikk	2.0264184929450613	3.602521765235665	1.5761032722906034
