CMDLINE /Users/jianjia/opt/anaconda3/bin/python generate_opg.py -t chrome_ext -crx thread_measure/extensions/nmbnopombbilnkahaimpkodkfjhaefok -pq --timeout 600 -measure_thread -no_merge
MEM 0.011719 1654634172.0257
MEM 17.429688 1654634172.1272
MEM 30.613281 1654634172.2319
MEM 41.097656 1654634172.3370
MEM 45.414062 1654634172.4422
MEM 47.828125 1654634172.5471
MEM 47.828125 1654634172.6476
MEM 47.828125 1654634172.7520
MEM 47.957031 1654634172.8553
MEM 48.140625 1654634172.9604
MEM 48.371094 1654634173.0638
MEM 48.636719 1654634173.1655
MEM 48.882812 1654634173.2681
MEM 49.128906 1654634173.3717
MEM 49.378906 1654634173.4720
MEM 49.640625 1654634173.5724
MEM 49.855469 1654634173.6732
MEM 50.054688 1654634173.7734
MEM 50.296875 1654634173.8752
MEM 50.507812 1654634173.9787
MEM 50.867188 1654634174.0790
MEM 51.105469 1654634174.1842
MEM 51.371094 1654634174.2864
MEM 51.593750 1654634174.3878
MEM 51.781250 1654634174.4884
MEM 51.996094 1654634174.5937
MEM 52.203125 1654634174.6941
MEM 52.445312 1654634174.7993
MEM 52.695312 1654634174.9044
MEM 52.937500 1654634175.0053
MEM 53.160156 1654634175.1088
MEM 53.417969 1654634175.2130
MEM 53.640625 1654634175.3134
MEM 53.886719 1654634175.4142
MEM 54.128906 1654634175.5185
MEM 54.363281 1654634175.6214
MEM 54.402344 1654634175.7220
MEM 54.402344 1654634175.8224
MEM 85.980469 1654634175.9276
MEM 100.054688 1654634176.0327
MEM 111.917969 1654634176.1379
MEM 126.597656 1654634176.2412
MEM 139.496094 1654634176.3444
MEM 156.816406 1654634176.4483
MEM 173.316406 1654634176.5534
MEM 185.804688 1654634176.6559
MEM 207.101562 1654634176.7610
MEM 228.453125 1654634176.8661
MEM 245.304688 1654634176.9674
MEM 253.128906 1654634177.0725
MEM 257.984375 1654634177.1750
MEM 257.984375 1654634177.2799
MEM 257.984375 1654634177.3850
MEM 257.984375 1654634177.4901
MEM 257.984375 1654634177.5953
MEM 257.984375 1654634177.7004
MEM 257.984375 1654634177.8055
MEM 257.984375 1654634177.9064
MEM 257.984375 1654634178.0078
MEM 257.984375 1654634178.1129
MEM 260.027344 1654634178.2143
MEM 260.054688 1654634178.3157
MEM 260.105469 1654634178.4158
MEM 260.125000 1654634178.5196
MEM 260.128906 1654634178.6211
MEM 260.132812 1654634178.7250
MEM 260.132812 1654634178.8289
MEM 260.132812 1654634178.9330
MEM 260.136719 1654634179.0380
MEM 260.148438 1654634179.1412
MEM 260.148438 1654634179.2464
MEM 260.160156 1654634179.3513
MEM 260.167969 1654634179.4558
MEM 260.167969 1654634179.5566
MEM 260.167969 1654634179.6598
MEM 260.167969 1654634179.7600
MEM 260.167969 1654634179.8613
MEM 260.167969 1654634179.9630
MEM 260.167969 1654634180.0664
MEM 260.183594 1654634180.1691
MEM 260.234375 1654634180.2734
MEM 260.234375 1654634180.3743
MEM 260.257812 1654634180.4756
MEM 260.285156 1654634180.5807
MEM 260.312500 1654634180.6842
MEM 260.343750 1654634180.7870
MEM 260.363281 1654634180.8916
MEM 260.402344 1654634180.9963
MEM 260.433594 1654634181.0993
MEM 260.414062 1654634181.2028
MEM 260.417969 1654634181.3030
MEM 260.429688 1654634181.4070
MEM 260.500000 1654634181.5105
MEM 260.609375 1654634181.6132
MEM 260.562500 1654634181.7163
MEM 260.656250 1654634181.8188
MEM 260.648438 1654634181.9192
MEM 260.566406 1654634182.0215
MEM 260.605469 1654634182.1256
MEM 260.667969 1654634182.2259
MEM 260.730469 1654634182.3310
MEM 260.773438 1654634182.4351
MEM 260.789062 1654634182.5369
MEM 260.875000 1654634182.6407
MEM 260.871094 1654634182.7409
MEM 260.933594 1654634182.8410
MEM 260.972656 1654634182.9415
MEM 261.000000 1654634183.0418
MEM 260.988281 1654634183.1424
