id:ID	labels:label	type	flags:string[]	lineno:int	code	childnum:int	funcid:int	classname	namespace	endlineno:int	name	doccomment	export	tainted
0	Filesystem	Directory									crx_tmp/eopg_generated_files		True	
1	Filesystem	File									crx_tmp/eopg_generated_files/bg.js		True	
2	AST	AST_TOPLEVEL	TOPLEVEL_FILE	4					4::779:8	779	crx_tmp/eopg_generated_files/bg.js		True	
3	Artificial	CFG_FUNC_ENTRY					2				crx_tmp/eopg_generated_files/bg.js		True	
4	Artificial	CFG_FUNC_EXIT					2				crx_tmp/eopg_generated_files/bg.js		True	
5	AST	AST_STMT_LIST		4		0	2		4::779:8	779			True	
6	AST	AST_FUNC_DECL		4	Port	0	2		4::11:1	11		"original file:crx_headers/bg_header.js\n========= port ========="	True	
7	Artificial	CFG_FUNC_ENTRY					6						True	
8	Artificial	CFG_FUNC_EXIT					6						True	
9	AST	string		4	Port	0	6		4:9:4:13	4			True	
10	AST	NULL		4		1	6		4::4:				True	
11	AST	AST_PARAM_LIST		4	info	2	6		4::11:1	11			True	
12	AST	AST_PARAM		4	info	0	6		4::4:				True	
13	AST	NULL		4	any	0	6		4::4:				True	
14	AST	string		4	info	1	6		4:14:4:18	4			True	
15	AST	NULL		4	any	2	6		4::4:				True	
16	AST	AST_STMT_LIST		4		3	6		4:19:11:1	11			True	
17	AST	AST_IF		5		0	6		5:4:7:5	7			True	
18	AST	AST_IF_ELEM		5		0	6		5:4:7:5	7			True	
19	AST	AST_PROP		5	info.includeTlsChannelId	0	6		5:8:5:32	5			True	
20	AST	AST_VAR		5		0	6		5:8:5:12	5			True	
21	AST	string		5	info	0	6		5:8:5:12	5	info		True	
22	AST	string		5	includeTlsChannelId	1	6		5:13:5:32	5			True	
23	AST	AST_STMT_LIST		5		1	6		5:33:7:5	7			True	
24	AST	AST_ASSIGN		6	this.includeTlsChannelId = info.includeTlsChannelId	0	6		6:8:6:59	6			True	
25	AST	AST_PROP		6	this.includeTlsChannelId	0	6		6:8:6:32	6			True	
26	AST	AST_VAR		6		0	6		6:8:6:12	6			True	
27	AST	string		6	this	0	6		6:8:6:12	6	this		True	
28	AST	string		6	includeTlsChannelId	1	6		6:13:6:32	6			True	
29	AST	AST_PROP		6	info.includeTlsChannelId	1	6		6:35:6:59	6			True	
30	AST	AST_VAR		6		0	6		6:35:6:39	6			True	
31	AST	string		6	info	0	6		6:35:6:39	6	info		True	
32	AST	string		6	includeTlsChannelId	1	6		6:40:6:59	6			True	
33	AST	AST_IF		8		1	6		8:4:10:5	10			True	
34	AST	AST_IF_ELEM		8		0	6		8:4:10:5	10			True	
35	AST	AST_PROP		8	info.name	0	6		8:8:8:17	8			True	
36	AST	AST_VAR		8		0	6		8:8:8:12	8			True	
37	AST	string		8	info	0	6		8:8:8:12	8	info		True	
38	AST	string		8	name	1	6		8:13:8:17	8			True	
39	AST	AST_STMT_LIST		8		1	6		8:18:10:5	10			True	
40	AST	AST_ASSIGN		9	this.name = info.name	0	6		9:8:9:29	9			True	
41	AST	AST_PROP		9	this.name	0	6		9:8:9:17	9			True	
42	AST	AST_VAR		9		0	6		9:8:9:12	9			True	
43	AST	string		9	this	0	6		9:8:9:12	9	this		True	
44	AST	string		9	name	1	6		9:13:9:17	9			True	
45	AST	AST_PROP		9	info.name	1	6		9:20:9:29	9			True	
46	AST	AST_VAR		9		0	6		9:20:9:24	9			True	
47	AST	string		9	info	0	6		9:20:9:24	9	info		True	
48	AST	string		9	name	1	6		9:25:9:29	9			True	
49	AST	NULL		4		4	6		4::4:				True	
50	AST	NULL		4		5	6		4::4:				True	
51	AST	AST_ASSIGN		13	Port.prototype.onMessage = new Object()	1	2		13::13:39	13			True	
52	AST	AST_PROP		13	Port.prototype.onMessage	0	2		13::13:24	13			True	
53	AST	AST_PROP		13	Port.prototype	0	2		13::13:14	13			True	
54	AST	AST_VAR		13		0	2		13::13:4	13			True	
55	AST	string		13	Port	0	2		13::13:4	13	Port		True	
56	AST	string		13	prototype	1	2		13:5:13:14	13			True	
57	AST	string		13	onMessage	1	2		13:15:13:24	13			True	
58	AST	AST_NEW		13	new Object()	1	2		13:27:13:39	13			True	
59	AST	AST_NAME	NAME_NOT_FQ	13		0	2		13:27:13:39	13			True	
60	AST	string		13	Object	0	2		13:31:13:37	13			True	
61	AST	AST_ARG_LIST		13	()	1	2		13:27:13:39	13			True	
62	AST	AST_ASSIGN		15	Port.prototype.onMessage.addListener = function(myCallback){    RegisterFunc(\"bg_port_onMessage\", myCallback);}	2	2		15::17:1	17			True	
63	AST	AST_PROP		15	Port.prototype.onMessage.addListener	0	2		15::15:36	15			True	
64	AST	AST_PROP		15	Port.prototype.onMessage	0	2		15::15:24	15			True	
65	AST	AST_PROP		15	Port.prototype	0	2		15::15:14	15			True	
66	AST	AST_VAR		15		0	2		15::15:4	15			True	
67	AST	string		15	Port	0	2		15::15:4	15	Port		True	
68	AST	string		15	prototype	1	2		15:5:15:14	15			True	
69	AST	string		15	onMessage	1	2		15:15:15:24	15			True	
70	AST	string		15	addListener	1	2		15:25:15:36	15			True	
71	AST	AST_CLOSURE		15		1	2		15:39:17:1	17			True	
72	Artificial	CFG_FUNC_ENTRY					71						True	
73	Artificial	CFG_FUNC_EXIT					71						True	
74	AST	string		15	{anon}	0	71		15::15:				True	
75	AST	NULL		15		1	71		15::15:				True	
76	AST	AST_PARAM_LIST		15	myCallback	2	71		15:39:17:1	17			True	
77	AST	AST_PARAM		15	myCallback	0	71		15::15:				True	
78	AST	NULL		15	any	0	71		15::15:				True	
79	AST	string		15	myCallback	1	71		15:48:15:58	15			True	
80	AST	NULL		15	any	2	71		15::15:				True	
81	AST	NULL		15		3	71		15::15:				True	
82	AST	AST_STMT_LIST		15		4	71		15:59:17:1	17			True	
83	AST	AST_CALL		16	RegisterFunc(\"bg_port_onMessage\", myCallback)	0	71		16:4:16:49	16			True	
84	AST	AST_NAME	NAME_NOT_FQ	16		0	71		16:4:16:49	16			True	
85	AST	string		16	RegisterFunc	0	71		16:4:16:16	16			True	
86	AST	AST_ARG_LIST		16	(\"bg_port_onMessage\", myCallback)	1	71		16:4:16:49	16			True	
87	AST	string		16	bg_port_onMessage	0	71		16:17:16:36	16			True	
88	AST	AST_VAR		16		1	71		16:38:16:48	16			True	
89	AST	string		16	myCallback	0	71		16:38:16:48	16	myCallback		True	
90	AST	NULL		15		5	71		15::15:				True	
91	AST	NULL		15		6	71		15::15:				True	
92	AST	AST_ASSIGN		19	Port.prototype.postMessage = function(msg){    var eventName = 'bg_port_postMessage';    var info =  {message:msg};    TriggerEvent(eventName, info);}	3	2		19::23:1	23			True	
93	AST	AST_PROP		19	Port.prototype.postMessage	0	2		19::19:26	19			True	
94	AST	AST_PROP		19	Port.prototype	0	2		19::19:14	19			True	
95	AST	AST_VAR		19		0	2		19::19:4	19			True	
96	AST	string		19	Port	0	2		19::19:4	19	Port		True	
97	AST	string		19	prototype	1	2		19:5:19:14	19			True	
98	AST	string		19	postMessage	1	2		19:15:19:26	19			True	
99	AST	AST_CLOSURE		19		1	2		19:29:23:1	23			True	
100	Artificial	CFG_FUNC_ENTRY					99						True	
101	Artificial	CFG_FUNC_EXIT					99						True	
102	AST	string		19	{anon}	0	99		19::19:				True	
103	AST	NULL		19		1	99		19::19:				True	
104	AST	AST_PARAM_LIST		19	msg	2	99		19:29:23:1	23			True	
105	AST	AST_PARAM		19	msg	0	99		19::19:				True	
106	AST	NULL		19	any	0	99		19::19:				True	
107	AST	string		19	msg	1	99		19:38:19:41	19			True	
108	AST	NULL		19	any	2	99		19::19:				True	
109	AST	NULL		19		3	99		19::19:				True	
110	AST	AST_STMT_LIST		19		4	99		19:42:23:1	23			True	
111	AST	AST_ASSIGN		20	eventName = 'bg_port_postMessage'	0	99		20:8:20:41	20			True	
112	AST	AST_VAR	JS_DECL_VAR	20		0	99		20:8:20:17	20			True	
113	AST	string		20	eventName	0	99		20:8:20:17	20	eventName		True	
114	AST	string		20	bg_port_postMessage	1	99		20:20:20:41	20			True	
115	AST	AST_ASSIGN		21	info =  {message:msg}	1	99		21:8:21:29	21			True	
116	AST	AST_VAR	JS_DECL_VAR	21		0	99		21:8:21:12	21			True	
117	AST	string		21	info	0	99		21:8:21:12	21	info		True	
118	AST	AST_ARRAY	JS_OBJECT	21		1	99		21:16:21:29	21			True	
119	AST	AST_ARRAY_ELEM		21		0	99		21:17:21:28	21			True	
120	AST	AST_VAR		21		0	99		21:25:21:28	21			True	
121	AST	string		21	msg	0	99		21:25:21:28	21	msg		True	
122	AST	string		21	message	1	99		21:17:21:24	21			True	
123	AST	AST_CALL		22	TriggerEvent(eventName, info)	2	99		22:4:22:33	22			True	
124	AST	AST_NAME	NAME_NOT_FQ	22		0	99		22:4:22:33	22			True	
125	AST	string		22	TriggerEvent	0	99		22:4:22:16	22			True	
126	AST	AST_ARG_LIST		22	(eventName, info)	1	99		22:4:22:33	22			True	
127	AST	AST_VAR		22		0	99		22:17:22:26	22			True	
128	AST	string		22	eventName	0	99		22:17:22:26	22	eventName		True	
129	AST	AST_VAR		22		1	99		22:28:22:32	22			True	
130	AST	string		22	info	0	99		22:28:22:32	22	info		True	
131	AST	NULL		19		5	99		19::19:				True	
132	AST	NULL		19		6	99		19::19:				True	
133	AST	AST_FUNC_DECL		26	Tab	4	2		26::48:1	48		========= tab =========	True	
134	Artificial	CFG_FUNC_ENTRY					133						True	
135	Artificial	CFG_FUNC_EXIT					133						True	
136	AST	string		26	Tab	0	133		26:9:26:12	26			True	
137	AST	NULL		26		1	133		26::26:				True	
138	AST	AST_PARAM_LIST		26		2	133		26::48:1	48			True	
139	AST	AST_STMT_LIST		26		3	133		26:14:48:1	48			True	
140	AST	AST_ASSIGN		27	this.active = true	0	133		27:4:27:22	27			True	
141	AST	AST_PROP		27	this.active	0	133		27:4:27:15	27			True	
142	AST	AST_VAR		27		0	133		27:4:27:8	27			True	
143	AST	string		27	this	0	133		27:4:27:8	27	this		True	
144	AST	string		27	active	1	133		27:9:27:15	27			True	
145	AST	AST_CONST		27	true	1	133		27::27:				True	
146	AST	AST_NAME	NAME_NOT_FQ	27	true	0	133		27::27:				True	
147	AST	string		27	true	0	133		27::27:				True	
148	AST	AST_ASSIGN		28	this.audible = true	1	133		28:4:28:23	28			True	
149	AST	AST_PROP		28	this.audible	0	133		28:4:28:16	28			True	
150	AST	AST_VAR		28		0	133		28:4:28:8	28			True	
151	AST	string		28	this	0	133		28:4:28:8	28	this		True	
152	AST	string		28	audible	1	133		28:9:28:16	28			True	
153	AST	AST_CONST		28	true	1	133		28::28:				True	
154	AST	AST_NAME	NAME_NOT_FQ	28	true	0	133		28::28:				True	
155	AST	string		28	true	0	133		28::28:				True	
156	AST	AST_ASSIGN		29	this.autoDiscardable = true	2	133		29:4:29:31	29			True	
157	AST	AST_PROP		29	this.autoDiscardable	0	133		29:4:29:24	29			True	
158	AST	AST_VAR		29		0	133		29:4:29:8	29			True	
159	AST	string		29	this	0	133		29:4:29:8	29	this		True	
160	AST	string		29	autoDiscardable	1	133		29:9:29:24	29			True	
161	AST	AST_CONST		29	true	1	133		29::29:				True	
162	AST	AST_NAME	NAME_NOT_FQ	29	true	0	133		29::29:				True	
163	AST	string		29	true	0	133		29::29:				True	
164	AST	AST_ASSIGN		30	this.discarded = true	3	133		30:4:30:25	30			True	
165	AST	AST_PROP		30	this.discarded	0	133		30:4:30:18	30			True	
166	AST	AST_VAR		30		0	133		30:4:30:8	30			True	
167	AST	string		30	this	0	133		30:4:30:8	30	this		True	
168	AST	string		30	discarded	1	133		30:9:30:18	30			True	
169	AST	AST_CONST		30	true	1	133		30::30:				True	
170	AST	AST_NAME	NAME_NOT_FQ	30	true	0	133		30::30:				True	
171	AST	string		30	true	0	133		30::30:				True	
172	AST	AST_ASSIGN		31	this.favIconUrl = 'https://example.com/image.png'	4	133		31:4:31:53	31			True	
173	AST	AST_PROP		31	this.favIconUrl	0	133		31:4:31:19	31			True	
174	AST	AST_VAR		31		0	133		31:4:31:8	31			True	
175	AST	string		31	this	0	133		31:4:31:8	31	this		True	
176	AST	string		31	favIconUrl	1	133		31:9:31:19	31			True	
177	AST	string		31	https://example.com/image.png	1	133		31:22:31:53	31			True	
178	AST	AST_ASSIGN		32	this.groupId = 1	5	133		32:4:32:20	32			True	
179	AST	AST_PROP		32	this.groupId	0	133		32:4:32:16	32			True	
180	AST	AST_VAR		32		0	133		32:4:32:8	32			True	
181	AST	string		32	this	0	133		32:4:32:8	32	this		True	
182	AST	string		32	groupId	1	133		32:9:32:16	32			True	
183	AST	integer		32	1	1	133		32:19:32:20	32			True	
184	AST	AST_ASSIGN		33	this.height =  600	6	133		33:4:33:22	33			True	
185	AST	AST_PROP		33	this.height	0	133		33:4:33:15	33			True	
186	AST	AST_VAR		33		0	133		33:4:33:8	33			True	
187	AST	string		33	this	0	133		33:4:33:8	33	this		True	
188	AST	string		33	height	1	133		33:9:33:15	33			True	
189	AST	integer		33	600	1	133		33:19:33:22	33			True	
190	AST	AST_ASSIGN		34	this.highlighted = true	7	133		34:4:34:27	34			True	
191	AST	AST_PROP		34	this.highlighted	0	133		34:4:34:20	34			True	
192	AST	AST_VAR		34		0	133		34:4:34:8	34			True	
193	AST	string		34	this	0	133		34:4:34:8	34	this		True	
194	AST	string		34	highlighted	1	133		34:9:34:20	34			True	
195	AST	AST_CONST		34	true	1	133		34::34:				True	
196	AST	AST_NAME	NAME_NOT_FQ	34	true	0	133		34::34:				True	
197	AST	string		34	true	0	133		34::34:				True	
198	AST	AST_ASSIGN		35	this.id = 99	8	133		35:4:35:16	35			True	
199	AST	AST_PROP		35	this.id	0	133		35:4:35:11	35			True	
200	AST	AST_VAR		35		0	133		35:4:35:8	35			True	
201	AST	string		35	this	0	133		35:4:35:8	35	this		True	
202	AST	string		35	id	1	133		35:9:35:11	35			True	
203	AST	integer		35	99	1	133		35:14:35:16	35			True	
204	AST	AST_ASSIGN		36	this.incognito = false	9	133		36:4:36:26	36			True	
205	AST	AST_PROP		36	this.incognito	0	133		36:4:36:18	36			True	
206	AST	AST_VAR		36		0	133		36:4:36:8	36			True	
207	AST	string		36	this	0	133		36:4:36:8	36	this		True	
208	AST	string		36	incognito	1	133		36:9:36:18	36			True	
209	AST	AST_CONST		36	false	1	133		36::36:				True	
210	AST	AST_NAME	NAME_NOT_FQ	36	false	0	133		36::36:				True	
211	AST	string		36	false	0	133		36::36:				True	
212	AST	AST_ASSIGN		37	this.index = 2	10	133		37:4:37:18	37			True	
213	AST	AST_PROP		37	this.index	0	133		37:4:37:14	37			True	
214	AST	AST_VAR		37		0	133		37:4:37:8	37			True	
215	AST	string		37	this	0	133		37:4:37:8	37	this		True	
216	AST	string		37	index	1	133		37:9:37:14	37			True	
217	AST	integer		37	2	1	133		37:17:37:18	37			True	
218	AST	AST_ASSIGN		38	this.mutedInfo = {muted:false}	11	133		38:4:38:34	38			True	
219	AST	AST_PROP		38	this.mutedInfo	0	133		38:4:38:18	38			True	
220	AST	AST_VAR		38		0	133		38:4:38:8	38			True	
221	AST	string		38	this	0	133		38:4:38:8	38	this		True	
222	AST	string		38	mutedInfo	1	133		38:9:38:18	38			True	
223	AST	AST_ARRAY	JS_OBJECT	38		1	133		38:21:38:34	38			True	
224	AST	AST_ARRAY_ELEM		38		0	133		38:22:38:33	38			True	
225	AST	AST_CONST		38	false	0	133		38::38:				True	
226	AST	AST_NAME	NAME_NOT_FQ	38	false	0	133		38::38:				True	
227	AST	string		38	false	0	133		38::38:				True	
228	AST	string		38	muted	1	133		38:22:38:27	38			True	
229	AST	AST_ASSIGN		39	this.openerTabId = 1	12	133		39:4:39:24	39			True	
230	AST	AST_PROP		39	this.openerTabId	0	133		39:4:39:20	39			True	
231	AST	AST_VAR		39		0	133		39:4:39:8	39			True	
232	AST	string		39	this	0	133		39:4:39:8	39	this		True	
233	AST	string		39	openerTabId	1	133		39:9:39:20	39			True	
234	AST	integer		39	1	1	133		39:23:39:24	39			True	
235	AST	AST_ASSIGN		40	this.pendingUrl = 'https://example2.com'	13	133		40:4:40:44	40			True	
236	AST	AST_PROP		40	this.pendingUrl	0	133		40:4:40:19	40			True	
237	AST	AST_VAR		40		0	133		40:4:40:8	40			True	
238	AST	string		40	this	0	133		40:4:40:8	40	this		True	
239	AST	string		40	pendingUrl	1	133		40:9:40:19	40			True	
240	AST	string		40	https://example2.com	1	133		40:22:40:44	40			True	
241	AST	AST_ASSIGN		41	this.pinned = true	14	133		41:4:41:22	41			True	
242	AST	AST_PROP		41	this.pinned	0	133		41:4:41:15	41			True	
243	AST	AST_VAR		41		0	133		41:4:41:8	41			True	
244	AST	string		41	this	0	133		41:4:41:8	41	this		True	
245	AST	string		41	pinned	1	133		41:9:41:15	41			True	
246	AST	AST_CONST		41	true	1	133		41::41:				True	
247	AST	AST_NAME	NAME_NOT_FQ	41	true	0	133		41::41:				True	
248	AST	string		41	true	0	133		41::41:				True	
249	AST	AST_ASSIGN		42	this.sessionId = '23'	15	133		42:4:42:25	42			True	
250	AST	AST_PROP		42	this.sessionId	0	133		42:4:42:18	42			True	
251	AST	AST_VAR		42		0	133		42:4:42:8	42			True	
252	AST	string		42	this	0	133		42:4:42:8	42	this		True	
253	AST	string		42	sessionId	1	133		42:9:42:18	42			True	
254	AST	string		42	23	1	133		42:21:42:25	42			True	
255	AST	AST_ASSIGN		43	this.status = 'complete'	16	133		43:4:43:28	43			True	
256	AST	AST_PROP		43	this.status	0	133		43:4:43:15	43			True	
257	AST	AST_VAR		43		0	133		43:4:43:8	43			True	
258	AST	string		43	this	0	133		43:4:43:8	43	this		True	
259	AST	string		43	status	1	133		43:9:43:15	43			True	
260	AST	string		43	complete	1	133		43:18:43:28	43			True	
261	AST	AST_ASSIGN		44	this.title = 'example'	17	133		44:4:44:26	44			True	
262	AST	AST_PROP		44	this.title	0	133		44:4:44:14	44			True	
263	AST	AST_VAR		44		0	133		44:4:44:8	44			True	
264	AST	string		44	this	0	133		44:4:44:8	44	this		True	
265	AST	string		44	title	1	133		44:9:44:14	44			True	
266	AST	string		44	example	1	133		44:17:44:26	44			True	
267	AST	AST_ASSIGN		45	this.url = 'https://example.com'	18	133		45:4:45:36	45			True	
268	AST	AST_PROP		45	this.url	0	133		45:4:45:12	45			True	
269	AST	AST_VAR		45		0	133		45:4:45:8	45			True	
270	AST	string		45	this	0	133		45:4:45:8	45	this		True	
271	AST	string		45	url	1	133		45:9:45:12	45			True	
272	AST	string		45	https://example.com	1	133		45:15:45:36	45			True	
273	AST	AST_ASSIGN		46	this.width =  800	19	133		46:4:46:21	46			True	
274	AST	AST_PROP		46	this.width	0	133		46:4:46:14	46			True	
275	AST	AST_VAR		46		0	133		46:4:46:8	46			True	
276	AST	string		46	this	0	133		46:4:46:8	46	this		True	
277	AST	string		46	width	1	133		46:9:46:14	46			True	
278	AST	integer		46	800	1	133		46:18:46:21	46			True	
279	AST	AST_ASSIGN		47	this.windowId = 14	20	133		47:4:47:22	47			True	
280	AST	AST_PROP		47	this.windowId	0	133		47:4:47:17	47			True	
281	AST	AST_VAR		47		0	133		47:4:47:8	47			True	
282	AST	string		47	this	0	133		47:4:47:8	47	this		True	
283	AST	string		47	windowId	1	133		47:9:47:17	47			True	
284	AST	integer		47	14	1	133		47:20:47:22	47			True	
285	AST	NULL		26		4	133		26::26:				True	
286	AST	NULL		26		5	133		26::26:				True	
287	AST	AST_FUNC_DECL		51	Chrome	5	2		51::51:19	51		========= chrome =========	True	
288	Artificial	CFG_FUNC_ENTRY					287						True	
289	Artificial	CFG_FUNC_EXIT					287						True	
290	AST	string		51	Chrome	0	287		51:9:51:15	51			True	
291	AST	NULL		51		1	287		51::51:				True	
292	AST	AST_PARAM_LIST		51		2	287		51::51:19	51			True	
293	AST	AST_STMT_LIST		51		3	287		51:17:51:19	51			True	
294	AST	NULL		51		4	287		51::51:				True	
295	AST	NULL		51		5	287		51::51:				True	
296	AST	AST_ASSIGN		53	Chrome.prototype.runtime = new Object()	6	2		53::53:39	53			True	
297	AST	AST_PROP		53	Chrome.prototype.runtime	0	2		53::53:24	53			True	
298	AST	AST_PROP		53	Chrome.prototype	0	2		53::53:16	53			True	
299	AST	AST_VAR		53		0	2		53::53:6	53			True	
300	AST	string		53	Chrome	0	2		53::53:6	53	Chrome		True	
301	AST	string		53	prototype	1	2		53:7:53:16	53			True	
302	AST	string		53	runtime	1	2		53:17:53:24	53			True	
303	AST	AST_NEW		53	new Object()	1	2		53:27:53:39	53			True	
304	AST	AST_NAME	NAME_NOT_FQ	53		0	2		53:27:53:39	53			True	
305	AST	string		53	Object	0	2		53:31:53:37	53			True	
306	AST	AST_ARG_LIST		53	()	1	2		53:27:53:39	53			True	
307	AST	AST_ASSIGN		54	Chrome.prototype.runtime.onInstalled = new Object()	7	2		54::54:51	54			True	
308	AST	AST_PROP		54	Chrome.prototype.runtime.onInstalled	0	2		54::54:36	54			True	
309	AST	AST_PROP		54	Chrome.prototype.runtime	0	2		54::54:24	54			True	
310	AST	AST_PROP		54	Chrome.prototype	0	2		54::54:16	54			True	
311	AST	AST_VAR		54		0	2		54::54:6	54			True	
312	AST	string		54	Chrome	0	2		54::54:6	54	Chrome		True	
313	AST	string		54	prototype	1	2		54:7:54:16	54			True	
314	AST	string		54	runtime	1	2		54:17:54:24	54			True	
315	AST	string		54	onInstalled	1	2		54:25:54:36	54			True	
316	AST	AST_NEW		54	new Object()	1	2		54:39:54:51	54			True	
317	AST	AST_NAME	NAME_NOT_FQ	54		0	2		54:39:54:51	54			True	
318	AST	string		54	Object	0	2		54:43:54:49	54			True	
319	AST	AST_ARG_LIST		54	()	1	2		54:39:54:51	54			True	
320	AST	AST_ASSIGN		56	Chrome.prototype.runtime.onInstalled.addListener = function(myCallback) {  RegisterFunc(\"bg_chrome_runtime_onInstalled\", myCallback);}	8	2		56::58:1	58		this function be called righrt after all the	True	
321	AST	AST_PROP		56	Chrome.prototype.runtime.onInstalled.addListener	0	2		56::56:48	56			True	
322	AST	AST_PROP		56	Chrome.prototype.runtime.onInstalled	0	2		56::56:36	56			True	
323	AST	AST_PROP		56	Chrome.prototype.runtime	0	2		56::56:24	56			True	
324	AST	AST_PROP		56	Chrome.prototype	0	2		56::56:16	56			True	
325	AST	AST_VAR		56		0	2		56::56:6	56			True	
326	AST	string		56	Chrome	0	2		56::56:6	56	Chrome		True	
327	AST	string		56	prototype	1	2		56:7:56:16	56			True	
328	AST	string		56	runtime	1	2		56:17:56:24	56			True	
329	AST	string		56	onInstalled	1	2		56:25:56:36	56			True	
330	AST	string		56	addListener	1	2		56:37:56:48	56			True	
331	AST	AST_CLOSURE		56		1	2		56:51:58:1	58			True	
332	Artificial	CFG_FUNC_ENTRY					331						True	
333	Artificial	CFG_FUNC_EXIT					331						True	
334	AST	string		56	{anon}	0	331		56::56:				True	
335	AST	NULL		56		1	331		56::56:				True	
336	AST	AST_PARAM_LIST		56	myCallback	2	331		56:51:58:1	58			True	
337	AST	AST_PARAM		56	myCallback	0	331		56::56:				True	
338	AST	NULL		56	any	0	331		56::56:				True	
339	AST	string		56	myCallback	1	331		56:60:56:70	56			True	
340	AST	NULL		56	any	2	331		56::56:				True	
341	AST	NULL		56		3	331		56::56:				True	
342	AST	AST_STMT_LIST		56		4	331		56:72:58:1	58			True	
343	AST	AST_CALL		57	RegisterFunc(\"bg_chrome_runtime_onInstalled\", myCallback)	0	331		57:2:57:59	57			True	
344	AST	AST_NAME	NAME_NOT_FQ	57		0	331		57:2:57:59	57			True	
345	AST	string		57	RegisterFunc	0	331		57:2:57:14	57			True	
346	AST	AST_ARG_LIST		57	(\"bg_chrome_runtime_onInstalled\", myCallback)	1	331		57:2:57:59	57			True	
347	AST	string		57	bg_chrome_runtime_onInstalled	0	331		57:15:57:46	57			True	
348	AST	AST_VAR		57		1	331		57:48:57:58	57			True	
349	AST	string		57	myCallback	0	331		57:48:57:58	57	myCallback		True	
350	AST	NULL		56		5	331		56::56:				True	
351	AST	NULL		56		6	331		56::56:				True	
352	AST	AST_ASSIGN		61	Chrome.prototype.runtime.onConnect = new Object()	9	2		61::61:49	61			True	
353	AST	AST_PROP		61	Chrome.prototype.runtime.onConnect	0	2		61::61:34	61			True	
354	AST	AST_PROP		61	Chrome.prototype.runtime	0	2		61::61:24	61			True	
355	AST	AST_PROP		61	Chrome.prototype	0	2		61::61:16	61			True	
356	AST	AST_VAR		61		0	2		61::61:6	61			True	
357	AST	string		61	Chrome	0	2		61::61:6	61	Chrome		True	
358	AST	string		61	prototype	1	2		61:7:61:16	61			True	
359	AST	string		61	runtime	1	2		61:17:61:24	61			True	
360	AST	string		61	onConnect	1	2		61:25:61:34	61			True	
361	AST	AST_NEW		61	new Object()	1	2		61:37:61:49	61			True	
362	AST	AST_NAME	NAME_NOT_FQ	61		0	2		61:37:61:49	61			True	
363	AST	string		61	Object	0	2		61:41:61:47	61			True	
364	AST	AST_ARG_LIST		61	()	1	2		61:37:61:49	61			True	
365	AST	AST_ASSIGN		62	Chrome.prototype.runtime.onConnect.addListener = function(myCallback) {  RegisterFunc(\"bg_chrome_runtime_onConnect\", myCallback);}	10	2		62::64:1	64			True	
366	AST	AST_PROP		62	Chrome.prototype.runtime.onConnect.addListener	0	2		62::62:46	62			True	
367	AST	AST_PROP		62	Chrome.prototype.runtime.onConnect	0	2		62::62:34	62			True	
368	AST	AST_PROP		62	Chrome.prototype.runtime	0	2		62::62:24	62			True	
369	AST	AST_PROP		62	Chrome.prototype	0	2		62::62:16	62			True	
370	AST	AST_VAR		62		0	2		62::62:6	62			True	
371	AST	string		62	Chrome	0	2		62::62:6	62	Chrome		True	
372	AST	string		62	prototype	1	2		62:7:62:16	62			True	
373	AST	string		62	runtime	1	2		62:17:62:24	62			True	
374	AST	string		62	onConnect	1	2		62:25:62:34	62			True	
375	AST	string		62	addListener	1	2		62:35:62:46	62			True	
376	AST	AST_CLOSURE		62		1	2		62:49:64:1	64			True	
377	Artificial	CFG_FUNC_ENTRY					376						True	
378	Artificial	CFG_FUNC_EXIT					376						True	
379	AST	string		62	{anon}	0	376		62::62:				True	
380	AST	NULL		62		1	376		62::62:				True	
381	AST	AST_PARAM_LIST		62	myCallback	2	376		62:49:64:1	64			True	
382	AST	AST_PARAM		62	myCallback	0	376		62::62:				True	
383	AST	NULL		62	any	0	376		62::62:				True	
384	AST	string		62	myCallback	1	376		62:58:62:68	62			True	
385	AST	NULL		62	any	2	376		62::62:				True	
386	AST	NULL		62		3	376		62::62:				True	
387	AST	AST_STMT_LIST		62		4	376		62:70:64:1	64			True	
388	AST	AST_CALL		63	RegisterFunc(\"bg_chrome_runtime_onConnect\", myCallback)	0	376		63:2:63:57	63			True	
389	AST	AST_NAME	NAME_NOT_FQ	63		0	376		63:2:63:57	63			True	
390	AST	string		63	RegisterFunc	0	376		63:2:63:14	63			True	
391	AST	AST_ARG_LIST		63	(\"bg_chrome_runtime_onConnect\", myCallback)	1	376		63:2:63:57	63			True	
392	AST	string		63	bg_chrome_runtime_onConnect	0	376		63:15:63:44	63			True	
393	AST	AST_VAR		63		1	376		63:46:63:56	63			True	
394	AST	string		63	myCallback	0	376		63:46:63:56	63	myCallback		True	
395	AST	NULL		62		5	376		62::62:				True	
396	AST	NULL		62		6	376		62::62:				True	
397	AST	AST_ASSIGN		67	Chrome.prototype.runtime.onMessage = new Object()	11	2		67::67:49	67			True	
398	AST	AST_PROP		67	Chrome.prototype.runtime.onMessage	0	2		67::67:34	67			True	
399	AST	AST_PROP		67	Chrome.prototype.runtime	0	2		67::67:24	67			True	
400	AST	AST_PROP		67	Chrome.prototype	0	2		67::67:16	67			True	
401	AST	AST_VAR		67		0	2		67::67:6	67			True	
402	AST	string		67	Chrome	0	2		67::67:6	67	Chrome		True	
